,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
2563,2563,07/24/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,myranda owens,https://maps.google.com/maps?cid=16744343174116201382,The manager Jen was very attentive and very welcoming! We loved her!!!!,--,--,manager welcoming,0.0,0.256,0.744,0.4404,Positive
2566,2566,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,4,Katrina Perreault,https://maps.google.com/maps?cid=10986288064315850107,This is hands down one of my favorite restaurants. Every experience I've had at this location has been above and beyond expectations. I would recommend this place to anyone!,--,--,restaurant experience location expectation place,0.0,1.0,0.0,0.0,Neutral
2573,2573,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Christopher Isaac,https://maps.google.com/maps?cid=10986288064315850107,Service amazing as always and the muchos are heat��,--,--,,0.0,0.0,0.0,0.0,Neutral
2585,2585,07/24/21,Google,77097 LIVONIA,13301 Middlebelt Rd   -,Livonia,MI,48150,1,M L,https://maps.google.com/maps?cid=17197123649743016557,60 minute wait for a table when only a quarter of tables are seated but every stool at the bar is seated. At this rate they lose any sympathy if they go under,--,--,minute table quarter table stool bar rate sympathy,0.0,0.737,0.263,0.3612,Positive
2586,2586,07/24/21,Google,85015 FOUNTAIN,6428 S. Hwy. 85/87   -,Fountain,CO,80817,1,Amanda Packard,https://maps.google.com/maps?cid=17500861837925546523,Horrible service and entrees came before our appetizer. Our Steaks were not cooked as asked.,--,--,,0.0,0.0,0.0,0.0,Neutral
2590,2590,07/24/21,Google,80068 ADRIAN,1396 South Main Street   -,Adrian,MI,49221,1,John Albenye,https://maps.google.com/maps?cid=7356036990790542371,I only come here for the half off wings. This location no longer has them on the happy hour menu. Will not be coming back.,--,--,wing location hour menu,0.0,1.0,0.0,0.0,Neutral
2598,2598,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Teresa Hobbs,https://maps.google.com/maps?cid=10986288064315850107,"Miranda H. She is a awesome server, she brought our drinks to the table as soon as we sit down,  our food came out to us fast and she was always making sure our drinks were full, I will always ask for her to be my server when I come in, very nice young lady",--,--,server drink table food server lady,0.0,1.0,0.0,0.0,Neutral
2603,2603,07/24/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Tony Lopez,https://maps.google.com/maps?cid=3815096591828650963,Food was great and my son works here so I come over from Ionia just to eat,--,--,son work,0.0,1.0,0.0,0.0,Neutral
2605,2605,07/24/21,Google,80087 BELLEVILLE,10526 Belleville Road   -,Belleville,MI,48111,5,D House,https://maps.google.com/maps?cid=12233784825034942358,"Good food, good service. Been coming to this location since I was little.!",--,--,service location,0.0,1.0,0.0,0.0,Neutral
2607,2607,07/24/21,Google,95082 BENSALEM,3219 Street Road   -,Bensalem,PA,19020,4,Fernando Esguerra,https://maps.google.com/maps?cid=960430033975624118,Ribs are good but the fries are old.,--,--,fry,0.0,1.0,0.0,0.0,Neutral
2611,2611,07/24/21,Google,94087 BETHLEHEM,2109 Motel Drive   -,Bethlehem,PA,18018,5,Franklin Guerrero,https://maps.google.com/maps?cid=3011632328667652760,I Love it �,--,--,love,0.0,0.0,1.0,0.6369,Positive
2612,2612,07/24/21,Google,97006 YORK,101 Northern Way   -,York,PA,17402,2,Michael LaSalvia,https://maps.google.com/maps?cid=788375293372819566,"The staff was great the food was horrid ie. Over seasoned, super small portion and over cooked. For being over cooked it was all code.",--,--,staff food horrid portion code,0.467,0.533,0.0,-0.5423,Negative
2618,2618,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Miranda Hobbs,https://maps.google.com/maps?cid=10986288064315850107,Awesome food great service,--,--,service,0.0,1.0,0.0,0.0,Neutral
2623,2623,07/24/21,Google,95082 BENSALEM,3219 Street Road   -,Bensalem,PA,19020,5,Bernie Neal,https://maps.google.com/maps?cid=960430033975624118,"Very good hot wings & fries �, yummy yummy � for my tummy ���.",--,--,wing fry,0.0,1.0,0.0,0.0,Neutral
2629,2629,07/24/21,Google,84051 PUEBLO,3428 N. Elizabeth   -,Pueblo,CO,81008,5,Melody Janes,https://maps.google.com/maps?cid=15152692773251150912,Consistently good food and nice staff.,--,--,food staff,0.0,1.0,0.0,0.0,Neutral
2632,2632,07/24/21,Google,84007 WALKER,4475 Lake Michigan Drive NW   -,Walker,MI,49534,3,David Moralez,https://maps.google.com/maps?cid=1893790985873027340,Steak was bloody! But service was great! Got 5$ off the bill and a steak to take home,--,--,service bill,0.0,1.0,0.0,0.0,Neutral
2637,2637,07/24/21,Google,97003 S-ALPENA,1468 M-32 West   -,Alpena,MI,49707,5,B Googler,https://maps.google.com/maps?cid=11688063008024107250,Good service and food this visit. Been to several other Applebee's that I can't say the same for. Thank you for not sucking.,--,--,service food applebee,0.0,1.0,0.0,0.0,Neutral
2638,2638,07/24/21,Google,84094 DURANGO,800 S Camino Del Rio   -,Durango,CO,81301,5,Al,https://maps.google.com/maps?cid=8449380591603443507,Friendly staff good food,--,--,staff food,0.0,1.0,0.0,0.0,Neutral
2667,2667,07/24/21,Google,97017 RIDLEY PARK,320 Macdade Blvd.   -,Folsom,PA,19033,5,Joe DiDonato,https://maps.google.com/maps?cid=4247295173874264004,Food and service were both very good!,--,Thank you for your feedback.  Much appreciated!,food service,0.0,1.0,0.0,0.0,Neutral
2669,2669,07/24/21,Google,95043 MT. PLEASANT,4929 E. Pickard Road   -,Mt. Pleasant,MI,48858,3,David Kleinhans,https://maps.google.com/maps?cid=434185250656417097,You're 2 for 20.00 deal turned out to be 30.00 so false advertising. Boo on you.,--,--,advertising boo,0.0,1.0,0.0,0.0,Neutral
2670,2670,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Angela Gray-Thomas,https://maps.google.com/maps?cid=10986288064315850107,"Customer service  was excellent!  Servers were very attentive, personal & professional.   Thank you making our dining experience special Kathleen!",--,--,customer service server dining experience kathleen,0.0,1.0,0.0,0.0,Neutral
2687,2687,07/24/21,Google,78002 AURORA,10501 E. Garden Dr.   -,Aurora,CO,80012,5,Davida Williams,https://maps.google.com/maps?cid=8291164537135999139,Food was very good! Service was great!,--,--,food service,0.0,1.0,0.0,0.0,Neutral
2698,2698,07/24/21,Yelp,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,4,Ann Marie S.,--,https://yelp.com/biz/bJNeK5qMSMoj8kHJjo6wjg?hrid=hIGcMYL_EQijnhVTDIc4iQ,--,--,,0.0,0.0,0.0,0.0,Neutral
2712,2712,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Alyssa Reynolds,https://maps.google.com/maps?cid=10986288064315850107,Ordered baby back ribs last night for dinner and they were amazing!! Kudos to the chefs in the kitchen!,--,--,baby night dinner,0.0,1.0,0.0,0.0,Neutral
2719,2719,07/24/21,Google,76053 BUTLER,500 Butler Crossing   -,Butler,PA,16001,5,Gretchen Christy,https://maps.google.com/maps?cid=15640309997630778363,Excellent service at the Butler crossing Applebee's . The chief there cooks the food to perfection. Well seasoned and comes out hot and cooked right . Our server was good and took good care of us . This is  not like that though at all locations .,--,--,food perfection server care location,0.0,0.303,0.697,0.7845,Positive
2720,2720,07/24/21,Google,94001 WILKES-BARRE,253 Wilkes-Barre Township Blvd   -,Wilkes-Barre,PA,18701,5,Stephanie Rubino Smith,https://maps.google.com/maps?cid=17042786221827575166,Haven't been to Applebee's in years.  Still have delicious meals and refreshing drinks without costing an arm & leg�,--,--,drink arm leg,0.0,1.0,0.0,0.0,Neutral
2726,2726,07/24/21,Yelp,84074 S-LOVELAND,213 East 29th Street   -,Loveland,CO,80538,2,Justice H.,--,https://yelp.com/biz/0XVBqmpHKIFdG00on-_h4A?hrid=U8oMKUofpB5kKVjpMEZY-w,--,--,,0.0,0.0,0.0,0.0,Neutral
2729,2729,07/24/21,Google,84005 S-WINSTON PARK,1205 W. Michigan Ave.   -,Marshall,MI,49068,2,Jessica Hargett,https://maps.google.com/maps?cid=11066452315626469813,"The appetizers where good but we waited over two hrs for are food and it was wrong, burnt,and something's we didn't even get",--,--,,0.0,0.0,0.0,0.0,Neutral
2740,2740,07/24/21,Google,94094 EAST NORRITON,2710 Dekalb Pike   -,East Norriton,PA,19401,5,L. Burnett,https://maps.google.com/maps?cid=1688969327791015901,"Due to the pandemic they are understaffed but they made it work. Our waitress was a joy. She was very helpful and accommodating even though it was her and one other person as wait staff.

The food was good. The new Dwayne Johnson drink was good.

I will go back again.",--,--,work waitress joy person staff food good,0.0,0.427,0.573,0.7717,Positive
2744,2744,07/24/21,Yelp,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Leah M.,--,https://yelp.com/biz/75UqK1I9Fhxfa3seJfxFgg?hrid=Bsfiejifk6fDxIbdF-iCZA,--,--,,0.0,0.0,0.0,0.0,Neutral
2753,2753,07/24/21,Google,90001 HERSHEY,1181 Mae Street   -,Hummelstown,PA,17036,5,Yamil Tenorio,https://maps.google.com/maps?cid=4163892027416980218,"The service was excellent I really enjoyed my time there. My server was very friendly and the food was delicious, although a bit pricey for a family of four. Other than that I highly recommend",--,--,service time server food delicious bit family,0.0,0.619,0.381,0.5719,Positive
2758,2758,07/24/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Nico Marquez,https://maps.google.com/maps?cid=3815096591828650963,"food was good, Andreas was great!",--,--,,0.0,0.0,0.0,0.0,Neutral
2759,2759,07/24/21,Google,97032 S-PETOSKEY,1980 US Highway 131 South   -,Petoskey,MI,49770,4,Bridgett Antaya,https://maps.google.com/maps?cid=3139035134344284642,Family favorite!,--,--,family,0.0,1.0,0.0,0.0,Neutral
2766,2766,07/24/21,Google,92070 LANCASTER,2321 Lincoln Highway East   -,Lancaster,PA,17601,5,Rebecca Ortega,https://maps.google.com/maps?cid=9254482081466463489,3 people it was nice food was great.,--,--,people food,0.0,1.0,0.0,0.0,Neutral
2768,2768,07/24/21,Google,97017 RIDLEY PARK,320 Macdade Blvd.   -,Folsom,PA,19033,5,Lisa Buck,https://maps.google.com/maps?cid=4247295173874264004,Good good...good prices,--,Thank you for your feedback.  Much appreciated!,price,0.0,1.0,0.0,0.0,Neutral
2785,2785,07/24/21,Google,83082 ALPINE,3851 Alpine Ave NW   -,Comstock Park,MI,49321,5,Pattie Whitmore,https://maps.google.com/maps?cid=3736908864242765116,"Good drinks ,food and service",--,Thank you so much Pattie for the 5 star review!  We are so thankful for our guests like you.,food service,0.0,1.0,0.0,0.0,Neutral
2786,2786,07/24/21,Google,93085 WEST HAZLETON,2 Weis Lane   -,West Hazleton,PA,18201,5,Jennifer Lackey,https://maps.google.com/maps?cid=1224620041858391870,"Food was good, nice friendly service",--,--,food service,0.0,1.0,0.0,0.0,Neutral
2793,2793,07/24/21,Google,94098 POTTSTOWN,833 N. State Street   -,Pottstown,PA,19464,4,Eileen Hughes,https://maps.google.com/maps?cid=11402991836516459201,Ok,--,--,,0.0,0.0,0.0,0.0,Neutral
2795,2795,07/24/21,Google,84030 SOUTH WADSWORTH,5250 S. Wadsworth Blvd.   -,Lakewood,CO,80123,5,Apiew A.,https://maps.google.com/maps?cid=8672274558243761283,"But Applebee's I've ever been to, great service and we had a big party and the food came out hot amd quick.",--,--,service food amd,0.0,1.0,0.0,0.0,Neutral
2811,2811,07/24/21,Google,99026 CHIPPEWA,850 Chippewa Town Centre Drive   -,Beaver Falls,PA,15010,5,Rick Severs,https://maps.google.com/maps?cid=13008577099345302566,Great service and food.,--,--,service food,0.0,1.0,0.0,0.0,Neutral
2819,2819,07/24/21,Google,83091 LAKE LANSING,2450 Coolidge Road   -,East Lansing,MI,48823,5,Dominique Camble,https://maps.google.com/maps?cid=6865129901858205037,Very friendly,--,--,,0.0,0.0,0.0,0.0,Neutral
2844,2844,07/24/21,Google,92030 PENN CENTER,3440 William Penn Highway   -,Pittsburgh,PA,15235,5,Thomas McClure,https://maps.google.com/maps?cid=17805550829216939137,"Accommodating to food allergies, reasonable plant-based food choices, fast service, awesome servers & staff, clean and ez parking/good location",--,--,food allergy plant food choice service server staff location,0.0,1.0,0.0,0.0,Neutral
2850,2850,07/24/21,Google,94090 WYOMISSING,1905 Ridgewood Road   -,Wyomissing,PA,19610,3,Christina Ellerbee,https://maps.google.com/maps?cid=325382296176197260,"It was just too cold in there.....staff was standing around talking, food was good.",--,--,staff food,0.0,1.0,0.0,0.0,Neutral
2862,2862,07/24/21,Google,92070 LANCASTER,2321 Lincoln Highway East   -,Lancaster,PA,17601,5,Vin Ashley,https://maps.google.com/maps?cid=9254482081466463489,"Our family enjoyed our meal and service at the Lancaster Applebee's. Alisha, our server, was quite knowledgeable and provided a memorable dining experience for our party of 7 from Virginia.",--,--,service lancaster dining experience party,0.0,0.597,0.403,0.4019,Positive
2866,2866,07/24/21,Google,84008 G-IONIA,3039 Commerce Lane   -,Ionia,MI,48846,5,Dureen Leland,https://maps.google.com/maps?cid=1003394294407528538,We had chicken and shrimp for 2. Wonderful. Spinach dip was perfect. Jason was great server.,--,--,dip server,0.0,1.0,0.0,0.0,Neutral
2880,2880,07/24/21,Google,84096 BRIGHTON,922 S. 4th Ave.   -,Brighton,CO,80601,5,Samantha Lucero,https://maps.google.com/maps?cid=14406599471959499854,They are always  super fast  !!!! Very nice the Young lady's are always with  smiles no matter how busy they are!!!,--,--,lady smile,0.0,0.286,0.714,0.3612,Positive
2897,2897,07/24/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Tiffany Wing,https://maps.google.com/maps?cid=3815096591828650963,Great food and service,--,--,food service,0.0,1.0,0.0,0.0,Neutral
2899,2899,07/24/21,Yelp,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,2,Angie J.,--,https://yelp.com/biz/bJNeK5qMSMoj8kHJjo6wjg?hrid=DGOF66s43MMAKNLdXC0Fxw,--,--,,0.0,0.0,0.0,0.0,Neutral
2901,2901,07/24/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,1,Daniel Gibbons,https://maps.google.com/maps?cid=13446550186741965175,Gross,--,--,,0.0,0.0,0.0,0.0,Neutral
2908,2908,07/23/21,Google,84082 GATEWAY PARK,16485 E. 40th Circle   -,Aurora,CO,80011,4,Kevin Bishop,https://maps.google.com/maps?cid=13226796198623850153,The restaurant was clean not too busy the staff was polite and friendly,--,--,restaurant staff,0.0,1.0,0.0,0.0,Neutral
2914,2914,07/23/21,Google,84006 GAINES TOWNSHIP,1685 Market Place Drive SE   -,Caledonia,MI,49316,5,Hailey Word,https://maps.google.com/maps?cid=15480733544620368046,i remember my waitress had pink hair and was so so sweet! the rest of the staff is super friendly and the food has always been great every time i’ve ordered.,--,--,hair rest staff food time,0.0,1.0,0.0,0.0,Neutral
2918,2918,07/23/21,Google,83089 GRAND HAVEN,680 N. Beacon Boulevard   -,Grand Haven,MI,49417,2,Asaf's Channel,https://maps.google.com/maps?cid=15642952947674355373,"No good service.
�",--,--,,0.0,0.0,0.0,0.0,Neutral
2939,2939,07/23/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,5,Max Cherney,https://maps.google.com/maps?cid=13446550186741965175,"Came here on a Friday with my little ones and fiancé. We were seated super quickly, and the diner was very clean. Our server (Kylie) was hands down the best, quickest and most helpful ever, and was so polite as well. Our food was perfect, I’d picked my meal off the waitresses suggestion, she answered all my questions and made it an easy choice, she was right. It rocked!! Super grateful for Applebee’s tonight. Can’t wait to come again.",--,--,diner server food meal choice applebee tonight,0.0,1.0,0.0,0.0,Neutral
